IDADE,SALARIO_ANUAL,SIT_PROPIEDADE,TEMPO_DE_TRABALHO,MOTIVO,PONTUACAO_EMPRESTIMO,VALOR_TOTAL_SOLICITADO,TAXAS_JUROS,POSSIB_INADIMPLENCIA,RENDA_PERCENTUAL,INADIMPLENCIA,TEMPO_PRIMEIRA_SOL_CRED
29,60000,ALUGADA,3,EDUCATIVO,C,1500,12.87,0,0.03,0,9
22,30996,ALUGADA,2,"PAGAMENTO DE DEBITOS",B,8000,11.49,0,0.26,0,2
44,76000,HIPOTECADA,3,"MELHORA DO LAR",C,3600,14.79,0,0.05,1,12
23,65000,ALUGADA,3,MEDICO,C,5000,13.98,0,0.08,1,2
21,28000,PROPIA,3,,,15000,13.49,0,0.17,0,15
39,164000,HIPOTECADA,18,EMPREENDIMENTO,C,35000,13.99,0,0.21,1,14
29,26000,PROPIA,5,EMPREENDIMENTO,B,4500,11.71,0,0.17,0,5
27,35000,ALUGADA,0,PESSOAL,C,14000,14.27,1,0.4,1,8
40,81120,HIPOTECADA,1,EDUCATIVO,B,24000,9.25,0,0.3,0,15
24,65000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",C,7000,13.61,0,0.11,1,3
24,176004,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",B,3200,10,0,0.02,0,4
23,37500,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,8000,14.26,0,0.21,0,4
46,47000,HIPOTECADA,5,PESSOAL,A,6000,7.14,0,0.13,0,14
24,80000,PROPIA,8,EMPREENDIMENTO,A,12000,7.49,0,0.15,0,3
26,132000,HIPOTECADA,10,MEDICO,B,11200,10.99,0,0.08,0,4
30,98000,HIPOTECADA,12,EMPREENDIMENTO,B,12000,8.88,0,0.12,0,7
24,85000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",B,15000,9.88,0,0.18,0,3
33,34000,HIPOTECADA,8,"MELHORA DO LAR",D,4750,NULL,NULL,0.12,0,3
33,58000,ALUGADA,0,EMPREENDIMENTO,B,NULL,12.21,0,NULL,0,4
24,95000,HIPOTECADA,8,EMPREENDIMENTO,D,16000,15.33,0,0.17,0,3
32,202000,HIPOTECADA,7,PESSOAL,B,28000,10.59,0,0.14,0,7
29,48712,HIPOTECADA,13,EMPREENDIMENTO,A,11050,5.42,0,0.23,0,9
38,81000,ALUGADA,7,"PAGAMENTO DE DEBITOS",B,18000,10.59,0,0.22,0,16
23,130208,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",C,20000,12.73,0,0.15,0,3
25,84996,HIPOTECADA,3,EMPREENDIMENTO,A,3000,NULL,0,0.04,0,2
32,48000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",A,5200,5.42,0,0.11,0,5
23,44000,HIPOTECADA,NULL,MEDICO,A,6000,5.42,0,0.14,0,4
24,44000,HIPOTECADA,NULL,MEDICO,B,5000,11.99,1,0.11,0,3
29,51500,ALUGADA,2,EDUCATIVO,D,3200,14.96,1,0.06,1,7
21,31680,ALUGADA,5,EMPREENDIMENTO,C,15000,12.61,1,0.47,1,2
35,150000,HIPOTECADA,16,"MELHORA DO LAR",A,10000,7.9,0,0.07,0,9
25,80000,PROPIA,6,EDUCATIVO,B,25000,11.48,0,0.31,0,4
26,60000,ALUGADA,3,"MELHORA DO LAR",B,20000,10.08,1,0.33,0,4
23,33276,ALUGADA,4,EDUCATIVO,C,6000,11.03,0,0.18,1,4
23,40000,HIPOTECADA,1,PESSOAL,A,4000,7.14,0,0.1,0,3
31,37000,HIPOTECADA,12,"PAGAMENTO DE DEBITOS",C,22000,12.73,0,0.59,1,7
23,84000,ALUGADA,5,EMPREENDIMENTO,A,6000,6.99,0,0.07,0,3
40,51500,ALUGADA,1,EMPREENDIMENTO,B,12000,12.53,0,0.23,0,15
22,29000,ALUGADA,0,EDUCATIVO,C,6000,19.39,1,NULL,,4
25,26780,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,6000,9.25,0,0.22,0,4
28,110000,HIPOTECADA,0,EMPREENDIMENTO,E,15000,16.32,0,0.14,1,5
28,50000,ALUGADA,4,PESSOAL,B,7200,NULL,0,0.14,0,9
25,49029,ALUGADA,8,MEDICO,B,2000,11.99,0,0.04,0,2
29,87000,ALUGADA,1,"MELHORA DO LAR",B,15000,10.59,0,0.17,0,6
27,66000,ALUGADA,2,EMPREENDIMENTO,C,14000,12.99,0,0.21,1,8
27,60500,ALUGADA,6,MEDICO,B,2400,12.69,0,0.04,0,8
23,98000,ALUGADA,0,EDUCATIVO,E,10000,16.4,1,0.1,0,2
25,90000,HIPOTECADA,2,MEDICO,B,9500,11.71,0,0.11,0,4
29,96000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",C,15000,NULL,0,0.16,0,6
26,29000,ALUGADA,2,MEDICO,A,1000,7.74,0,0.03,0,4
25,21600,ALUGADA,0,EMPREENDIMENTO,D,5000,17.58,1,0.23,1,3
21,53000,ALUGADA,5,EDUCATIVO,A,10000,7.51,0,0.19,0,4
27,34800,HIPOTECADA,5,PESSOAL,B,3000,9.91,0,0.09,0,6
23,90000,ALUGADA,7,EDUCATIVO,B,10000,12.69,0,0.11,0,4
24,40000,ALUGADA,3,EMPREENDIMENTO,A,7000,7.88,0,0.17,0,4
31,110000,HIPOTECADA,5,,D,19200,NULL,NULL,0.26,0,2
23,51000,ALUGADA,7,PESSOAL,A,17000,8.49,1,0.33,0,4
21,18000,PROPIA,0,EMPREENDIMENTO,B,6250,10.62,1,0.35,0,4
26,27983,HIPOTECADA,7,EMPREENDIMENTO,A,6000,7.88,0,0.21,0,3
25,43200,ALUGADA,3,EMPREENDIMENTO,C,3000,13.8,0,0.07,0,2
31,45000,HIPOTECADA,8,EMPREENDIMENTO,B,7500,10.62,0,0.17,0,5
24,29000,ALUGADA,5,MEDICO,C,6000,15.27,0,0.21,0,2
27,34152,ALUGADA,5,EDUCATIVO,C,5000,13.79,0,0.15,1,9
22,42000,ALUGADA,3,EDUCATIVO,B,8500,12.53,0,0.2,0,4
29,32000,ALUGADA,10,"MELHORA DO LAR",D,9250,15.65,1,0.29,0,7
36,130000,HIPOTECADA,9,MEDICO,B,12000,NULL,0,0.09,0,14
23,73500,ALUGADA,7,EDUCATIVO,A,18000,NULL,0,0.24,0,2
38,48000,HIPOTECADA,1,PESSOAL,A,18000,8.49,0,0.38,0,11
22,57600,PROPIA,NULL,EDUCATIVO,A,1500,5.99,0,0.03,0,3
33,59000,HIPOTECADA,6,"MELHORA DO LAR",B,5500,9.91,0,0.09,0,9
22,62000,HIPOTECADA,6,EDUCATIVO,A,1500,6.91,0,0.02,0,2
23,112995,ALUGADA,7,EMPREENDIMENTO,A,2500,7.37,0,0.02,0,3
26,70000,ALUGADA,4,"PAGAMENTO DE DEBITOS",A,4000,5.99,0,0.06,0,4
35,110000,ALUGADA,9,"PAGAMENTO DE DEBITOS",C,25000,13.49,0,0.23,0,8
21,70000,ALUGADA,5,PESSOAL,A,14000,6.99,0,0.2,0,3
24,60000,ALUGADA,4,EDUCATIVO,D,10000,16.89,0,0.17,1,4
40,182004,HIPOTECADA,7,"MELHORA DO LAR",D,25000,16.07,0,0.14,1,12
26,44000,HIPOTECADA,7,PESSOAL,,NULL,8.59,0,0.06,0,13
22,21600,ALUGADA,3,MEDICO,B,8000,11.49,1,0.37,0,3
28,20292,ALUGADA,3,EMPREENDIMENTO,B,3900,12.53,0,0.19,0,9
22,60000,ALUGADA,3,EDUCATIVO,A,7000,6.91,0,0.12,0,2
23,24000,ALUGADA,4,EDUCATIVO,C,12250,13.16,1,0.51,0,3
23,25000,ALUGADA,0,PESSOAL,A,2500,6.91,0,0.1,0,2
28,56000,ALUGADA,7,"PAGAMENTO DE DEBITOS",F,20000,18.25,1,0.36,1,10
33,44000,HIPOTECADA,2,EDUCATIVO,C,7000,12.99,1,0.16,1,8
34,69500,HIPOTECADA,4,"MELHORA DO LAR",B,15000,NULL,0,0.22,0,6
33,69600,HIPOTECADA,17,PESSOAL,B,16000,11.99,0,0.23,0,8
28,54000,HIPOTECADA,12,"PAGAMENTO DE DEBITOS",A,11500,7.88,0,0.21,0,6
24,58650,ALUGADA,6,MEDICO,D,6300,14.91,1,0.09,1,2
33,75000,HIPOTECADA,13,MEDICO,B,25000,10.65,0,0.33,0,7
37,74568,ALUGADA,0,PESSOAL,C,6000,14.26,0,0.08,1,16
34,135600,HIPOTECADA,10,EDUCATIVO,A,1000,5.42,0,0.01,0,7
22,60000,ALUGADA,0,EDUCATIVO,B,15000,11.71,0,0.25,0,3
23,60000,ALUGADA,4,"PAGAMENTO DE DEBITOS",A,7000,6.03,0,0.12,0,3
27,110000,HIPOTECADA,3,MEDICO,A,4800,7.74,0,0.04,0,7
23,55000,HIPOTECADA,7,MEDICO,A,2800,NULL,0,0.05,0,2
26,27983,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",A,6000,7.88,0,0.21,0,3
24,49600,HIPOTECADA,8,"MELHORA DO LAR",A,2500,7.4,0,0.05,0,2
50,60000,ALUGADA,13,EMPREENDIMENTO,C,10000,13.49,0,0.17,0,12
23,36000,PROPIA,NULL,EMPREENDIMENTO,A,18000,7.88,0,0.5,0,2
24,45000,HIPOTECADA,2,PESSOAL,A,7200,7.29,0,0.16,0,4
24,75000,PROPIA,0,PESSOAL,A,6675,6.54,0,0.09,0,3
25,63000,ALUGADA,9,"MELHORA DO LAR",B,5000,10.74,0,0.08,0,3
26,65000,ALUGADA,5,"MELHORA DO LAR",A,15000,7.66,0,0.23,0,4
24,130000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",B,7000,11.99,0,0.05,0,3
22,60000,HIPOTECADA,6,MEDICO,C,9000,13.79,0,0.15,1,2
32,48000,ALUGADA,15,"PAGAMENTO DE DEBITOS",A,3600,6.92,0,0.07,0,5
24,80400,HIPOTECADA,5,PESSOAL,A,12000,5.79,0,0.15,0,2
27,39480,HIPOTECADA,2,EDUCATIVO,C,7200,13.79,0,0.18,0,8
28,33288,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,10800,12.09,1,0.32,0,5
24,22000,ALUGADA,0,PESSOAL,B,4000,11.36,1,0.18,0,3
31,80000,HIPOTECADA,13,EDUCATIVO,A,20000,8.9,0,0.25,0,10
30,85000,ALUGADA,14,PESSOAL,B,7000,10.65,0,0.08,0,9
21,35000,ALUGADA,3,"PAGAMENTO DE DEBITOS",C,3500,12.53,0,0.1,1,4
36,180000,OUTROS,11,PESSOAL,B,20000,11.48,1,0.11,0,15
32,60040,ALUGADA,1,EMPREENDIMENTO,B,5000,8.88,0,0.08,0,10
25,30000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",A,9000,7.51,0,0.3,0,4
34,84000,ALUGADA,3,PESSOAL,A,9000,5.79,0,0.11,0,10
26,28800,ALUGADA,4,MEDICO,A,7000,5.42,0,0.24,0,4
27,59147,HIPOTECADA,11,MEDICO,B,7000,11.26,0,0.12,0,5
23,30000,ALUGADA,3,MEDICO,D,3000,15.2,1,0.1,1,2
39,54996,PROPIA,6,EMPREENDIMENTO,A,5500,7.51,0,0.1,0,11
24,14400,ALUGADA,4,MEDICO,A,4050,6.91,1,0.28,0,4
28,140000,PROPIA,12,EMPREENDIMENTO,D,18000,16.29,0,0.13,0,7
22,30000,ALUGADA,3,EDUCATIVO,A,4000,7.9,0,0.13,0,3
26,70000,ALUGADA,0,EDUCATIVO,A,12000,5.99,0,0.17,0,4
23,92000,HIPOTECADA,7,EDUCATIVO,C,18000,12.68,0,0.2,0,2
27,31200,ALUGADA,2,MEDICO,A,9400,6.91,0,0.3,0,5
28,45000,HIPOTECADA,12,"MELHORA DO LAR",A,8000,7.49,0,0.18,0,8
29,72000,HIPOTECADA,9,"MELHORA DO LAR",A,1000,7.68,0,0.01,0,6
22,29376,ALUGADA,1,EDUCATIVO,A,2800,7.43,0,0.1,0,4
23,60000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",B,21000,11.71,0,0.35,0,4
22,25000,PROPIA,1,PESSOAL,A,11100,9.63,0,0.44,0,3
44,30000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",D,4500,15.62,1,0.15,0,15
23,57000,ALUGADA,0,EDUCATIVO,C,12000,NULL,0,0.21,0,4
29,62000,HIPOTECADA,10,EDUCATIVO,A,3600,7.14,0,0.06,0,9
22,50000,HIPOTECADA,4,MEDICO,B,8000,10.59,0,0.16,0,4
29,56000,ALUGADA,0,PESSOAL,D,8000,NULL,1,0.14,1,5
22,50000,ALUGADA,4,MEDICO,A,12500,7.29,0,0.25,0,2
26,46800,HIPOTECADA,3,"MELHORA DO LAR",B,12725,12.42,0,0.27,0,2
27,56244,HIPOTECADA,11,"MELHORA DO LAR",C,12000,14.22,0,0.21,0,8
31,96713,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,7000,8,0,0.07,0,6
22,18000,ALUGADA,1,EDUCATIVO,B,7000,10.65,1,0.39,0,3
24,55782,ALUGADA,3,"PAGAMENTO DE DEBITOS",A,17000,7.51,0,0.3,0,3
25,57000,ALUGADA,1,PESSOAL,B,9500,12.53,0,0.17,0,2
23,25596,ALUGADA,2,MEDICO,B,4500,9.99,0,0.18,0,4
23,57700,HIPOTECADA,7,PESSOAL,B,3500,10.65,0,0.06,0,4
22,24000,ALUGADA,6,"PAGAMENTO DE DEBITOS",A,10000,NULL,1,0.42,0,3
23,35375,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",A,5600,6.76,0,0.16,0,3
35,67000,HIPOTECADA,8,EDUCATIVO,A,7000,7.14,0,0.1,0,8
25,64500,PROPIA,4,PESSOAL,C,12000,13.48,0,0.19,1,4
36,73000,ALUGADA,3,PESSOAL,B,4000,11.12,0,0.05,0,16
27,68400,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",C,8000,14.26,1,0.12,0,7
36,55200,ALUGADA,3,MEDICO,D,9900,14.84,1,0.18,1,13
28,90000,ALUGADA,1,PESSOAL,A,10200,8.9,0,0.11,0,8
25,47052,ALUGADA,5,EDUCATIVO,B,21250,10.99,1,0.45,0,2
23,46500,ALUGADA,3,EDUCATIVO,D,4600,NULL,0,0.1,1,4
22,29004,HIPOTECADA,6,EDUCATIVO,A,2500,6.91,0,0.09,0,3
30,75000,HIPOTECADA,11,PESSOAL,B,5000,NULL,0,0.07,0,10
24,42000,HIPOTECADA,6,MEDICO,A,3125,8.9,0,0.07,0,3
23,37700,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",A,10000,9.63,1,0.27,0,3
24,24000,ALUGADA,NULL,"MELHORA DO LAR",B,2000,12.69,1,0.08,0,2
21,111016,ALUGADA,5,PESSOAL,C,12000,13.11,0,0.11,0,2
21,87500,HIPOTECADA,5,PESSOAL,C,25000,13.98,0,0.29,1,3
25,28008,ALUGADA,5,MEDICO,B,4000,10,0,0.14,0,2
27,87000,ALUGADA,3,"MELHORA DO LAR",A,20000,7.49,0,0.23,0,8
23,78000,HIPOTECADA,7,EDUCATIVO,A,4600,7.66,0,0.06,0,2
23,125000,HIPOTECADA,7,MEDICO,B,10000,9.99,0,0.08,0,2
29,90000,ALUGADA,4,EMPREENDIMENTO,B,12000,10.74,0,0.13,0,10
NULL,72000,ALUGADA,6,MEDICO,A,22000,14.09,0,0.34,,6
37,85000,HIPOTECADA,19,"MELHORA DO LAR",B,10000,9.99,0,0.12,0,16
40,132000,ALUGADA,18,EDUCATIVO,C,11200,12.68,0,0.08,1,11
29,200000,PROPIA,13,EDUCATIVO,B,23000,12.18,0,0.12,0,9
23,114600,HIPOTECADA,7,PESSOAL,C,10000,13.06,0,0.09,1,4
27,10000,ALUGADA,2,EMPREENDIMENTO,D,1200,14.11,1,0.12,1,6
28,41000,ALUGADA,11,EMPREENDIMENTO,E,4000,18.64,1,0.1,1,5
32,140000,HIPOTECADA,5,"MELHORA DO LAR",B,20000,11.12,0,0.14,0,9
26,78000,HIPOTECADA,10,EDUCATIVO,A,10000,9.63,1,0.13,0,4
26,24480,ALUGADA,0,MEDICO,A,4375,5.79,0,0.18,0,4
21,65000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",B,2200,12.42,0,0.03,0,3
21,75000,ALUGADA,5,MEDICO,B,15000,10.37,0,0.2,0,4
44,140000,PROPIA,14,MEDICO,B,21500,11.83,0,0.15,0,11
NULL,42000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",C,10600,12.99,1,0.34,,2
25,32004,HIPOTECADA,NULL,MEDICO,A,7200,5.42,0,0.22,0,4
38,44000,PROPIA,2,EMPREENDIMENTO,B,7000,9.76,0,0.16,0,12
25,150000,HIPOTECADA,9,MEDICO,B,25000,10.37,0,0.17,0,2
26,78420,HIPOTECADA,2,"MELHORA DO LAR",B,8000,11.49,0,0.1,0,4
32,25591,ALUGADA,4,EMPREENDIMENTO,B,5000,10.65,0,0.2,0,9
25,42000,ALUGADA,1,EMPREENDIMENTO,A,8000,5.99,0,0.19,0,2
23,125000,HIPOTECADA,6,EDUCATIVO,A,35000,8.9,0,0.28,0,4
51,52250,ALUGADA,4,EMPREENDIMENTO,C,9200,13.61,0,0.18,0,24
29,43200,ALUGADA,4,EDUCATIVO,C,1600,13.49,0,0.04,0,10
24,48000,OUTROS,5,EMPREENDIMENTO,B,7800,11.89,0,0.16,0,4
28,127500,HIPOTECADA,5,MEDICO,E,20000,17.04,1,0.13,1,8
37,300000,HIPOTECADA,7,EDUCATIVO,B,25000,11.49,0,0.08,0,14
29,33000,ALUGADA,6,MEDICO,A,5000,8.9,0,0.15,0,7
25,23460,ALUGADA,5,MEDICO,B,7000,NULL,0,0.3,0,2
24,70399,ALUGADA,0,MEDICO,A,1000,8.59,0,0.01,0,3
28,80000,HIPOTECADA,12,"PAGAMENTO DE DEBITOS",A,12000,6.03,0,0.15,0,6
23,100000,ALUGADA,0,PESSOAL,C,24250,12.87,0,0.24,1,2
22,32400,ALUGADA,6,MEDICO,D,9250,14.46,1,0.29,1,4
22,118812,HIPOTECADA,6,MEDICO,C,15000,13.35,0,0.13,0,2
25,33600,ALUGADA,6,MEDICO,B,5600,9.25,0,0.17,0,3
23,103000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",B,21850,10,0,0.21,0,3
29,21000,ALUGADA,7,EDUCATIVO,B,6000,12.42,0,0.29,0,6
25,66000,ALUGADA,7,"PAGAMENTO DE DEBITOS",B,6500,10.25,0,0.1,0,3
24,156000,,8,EDUCATIVO,B,20000,11.22,1,0.52,1,4
23,21996,ALUGADA,6,EMPREENDIMENTO,C,6000,13.47,0,0.27,1,3
22,33996,ALUGADA,6,EMPREENDIMENTO,D,15000,14.96,1,0.44,1,4
21,192000,HIPOTECADA,123,EMPREENDIMENTO,A,20000,6.54,0,0.1,0,4
32,43625,ALUGADA,2,EDUCATIVO,B,1500,NULL,0,0.03,0,6
43,45000,HIPOTECADA,3,MEDICO,A,5700,6.91,0,0.13,0,11
25,84000,HIPOTECADA,8,PESSOAL,B,8500,11.83,0,0.1,0,3
23,168600,ALUGADA,3,EDUCATIVO,B,20000,11.58,0,0.12,0,3
26,12000,PROPIA,6,EDUCATIVO,B,2500,9.99,1,0.21,0,3
32,193800,ALUGADA,0,MEDICO,B,20000,11.83,1,0.09,0,6
23,24000,ALUGADA,3,EDUCATIVO,A,5250,7.66,1,0.22,0,3
36,51000,HIPOTECADA,2,EMPREENDIMENTO,B,1000,11.83,0,0.02,0,12
37,85000,HIPOTECADA,2,EMPREENDIMENTO,A,5600,5.42,0,0.07,0,13
24,54000,HIPOTECADA,8,EMPREENDIMENTO,D,1500,14.42,1,0.03,1,2
23,64500,HIPOTECADA,0,MEDICO,A,10000,NULL,0,0.16,0,4
36,99500,PROPIA,5,EMPREENDIMENTO,A,4000,7.74,0,0.04,0,16
28,82300,ALUGADA,3,EMPREENDIMENTO,A,3600,9.63,0,0.04,0,8
34,35000,ALUGADA,9,"PAGAMENTO DE DEBITOS",A,8000,NULL,0,0.23,0,10
28,51200,ALUGADA,0,EDUCATIVO,B,5000,11.14,0,0.1,0,10
30,67000,,2,EMPREENDIMENTO,A,NULL,7.05,0,0.07,0,6
23,66000,HIPOTECADA,7,EMPREENDIMENTO,A,15000,6.03,0,0.23,0,4
29,30000,HIPOTECADA,3,"MELHORA DO LAR",A,6000,5.79,0,0.2,0,6
25,80004,ALUGADA,9,"MELHORA DO LAR",C,11000,12.53,0,0.14,0,4
21,26400,ALUGADA,0,EDUCATIVO,C,2400,14.79,0,0.09,1,2
39,49000,ALUGADA,0,"PAGAMENTO DE DEBITOS",F,15175,19.13,1,0.31,1,11
22,71500,ALUGADA,2,EDUCATIVO,C,6400,13.11,0,0.09,0,4
23,52250,HIPOTECADA,2,EMPREENDIMENTO,C,4750,13.35,0,0.09,1,4
24,NULL,ALUGADA,2,EMPREENDIMENTO,A,15000,12.21,0,0.32,,3
29,40000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",A,8000,8.59,0,0.2,0,9
25,68496,ALUGADA,1,EMPREENDIMENTO,A,6000,8,0,0.09,0,3
35,30000,HIPOTECADA,3,"MELHORA DO LAR",C,10000,13.43,1,0.33,0,7
22,61000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",B,8000,11.49,0,0.13,0,2
29,85000,HIPOTECADA,12,PESSOAL,B,25000,9.25,0,0.29,0,10
31,35000,ALUGADA,3,EMPREENDIMENTO,B,5000,10.65,0,0.14,0,5
23,75000,ALUGADA,2,"PAGAMENTO DE DEBITOS",A,3700,6.03,0,0.05,0,2
24,36000,HIPOTECADA,8,"MELHORA DO LAR",A,6000,7.14,1,0.17,0,4
31,55000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",B,6250,9.99,0,0.11,0,9
29,99400,HIPOTECADA,3,EMPREENDIMENTO,A,6000,6.92,0,0.06,0,7
26,45760,ALUGADA,8,"PAGAMENTO DE DEBITOS",C,11500,11.78,0,0.25,0,4
26,139992,HIPOTECADA,0,"PAGAMENTO DE DEBITOS",B,14400,NULL,0,0.1,0,2
25,38400,HIPOTECADA,9,EMPREENDIMENTO,B,12000,10.38,0,0.31,0,3
45,110000,HIPOTECADA,5,PESSOAL,B,20000,11.11,0,0.18,0,16
22,54000,ALUGADA,4,EMPREENDIMENTO,B,5600,9.63,0,0.1,0,3
25,60000,ALUGADA,1,EMPREENDIMENTO,A,8400,7.29,0,0.14,0,2
27,42000,ALUGADA,2,MEDICO,A,6550,7.88,0,0.16,0,8
44,102000,ALUGADA,9,MEDICO,,1400,NULL,1,0.03,1,2
23,57600,HIPOTECADA,7,EDUCATIVO,C,10000,13.11,0,0.17,0,3
21,28692,HIPOTECADA,5,EDUCATIVO,B,3000,10.75,0,0.1,0,2
25,70000,PROPIA,4,PESSOAL,A,4000,7.42,0,0.06,0,2
26,45000,HIPOTECADA,10,PESSOAL,A,1500,6.76,0,0.03,0,4
26,75000,ALUGADA,2,PESSOAL,C,16000,13.35,0,0.21,1,2
22,42000,ALUGADA,NULL,PESSOAL,C,NULL,15.23,0,0.11,1,3
24,53004,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",B,21000,10.65,0,0.4,0,3
25,29000,ALUGADA,9,MEDICO,B,1000,11.99,1,0.03,0,2
37,58000,ALUGADA,9,EMPREENDIMENTO,B,18200,10.99,1,0.31,0,17
26,47000,ALUGADA,7,PESSOAL,A,15000,7.9,1,0.32,0,3
27,120000,HIPOTECADA,11,"MELHORA DO LAR",B,10000,11.14,0,0.08,0,6
24,154000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",A,6000,5.79,0,0.04,0,4
43,49578,,11,PESSOAL,C,NULL,NULL,0,0.09,1,2
29,50000,PROPIA,6,MEDICO,A,4000,5.42,0,0.08,0,8
27,50000,ALUGADA,0,EDUCATIVO,A,8000,7.9,0,0.16,0,8
26,26000,PROPIA,0,"PAGAMENTO DE DEBITOS",E,8500,16.45,1,0.33,0,3
24,65000,HIPOTECADA,8,"MELHORA DO LAR",A,10000,7.66,0,0.15,0,4
31,143000,ALUGADA,4,EMPREENDIMENTO,D,25000,16.07,0,0.17,1,7
24,42856,ALUGADA,8,"PAGAMENTO DE DEBITOS",A,16000,8.9,1,0.37,0,3
26,125000,ALUGADA,0,MEDICO,B,8000,9.63,0,0.06,0,3
43,36000,ALUGADA,4,PESSOAL,A,10400,7.66,0,0.29,0,14
34,91000,HIPOTECADA,19,EMPREENDIMENTO,B,15000,NULL,0,0.16,0,10
21,50000,ALUGADA,4,EDUCATIVO,B,7300,11.71,0,0.15,0,3
33,130000,HIPOTECADA,9,PESSOAL,D,25000,15.33,0,0.19,1,10
23,49500,ALUGADA,2,MEDICO,C,7000,NULL,0,0.14,0,4
26,61000,HIPOTECADA,10,PESSOAL,B,12000,10.99,0,0.2,0,3
24,20400,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",B,5500,10.99,0,0.27,0,4
29,40777,HIPOTECADA,4,PESSOAL,D,8000,14.91,0,0.2,1,8
23,60000,ALUGADA,2,EMPREENDIMENTO,B,23000,12.18,1,0.38,0,4
24,20000,PROPIA,2,"MELHORA DO LAR",A,3000,8.94,0,0.15,0,2
28,65000,HIPOTECADA,6,PESSOAL,D,22000,15.65,0,0.34,0,5
28,78996,HIPOTECADA,10,"MELHORA DO LAR",C,12000,13.16,0,0.15,1,5
24,52000,PROPIA,4,"PAGAMENTO DE DEBITOS",D,7000,14.09,0,0.13,1,4
30,30000,ALUGADA,1,EMPREENDIMENTO,C,3600,10.28,0,0.12,1,10
29,75000,HIPOTECADA,3,MEDICO,B,4000,10.75,0,0.05,0,9
35,100000,HIPOTECADA,14,PESSOAL,A,10000,6.62,0,0.1,0,8
25,48000,ALUGADA,2,EDUCATIVO,B,10000,11.86,0,0.21,0,3
26,125000,HIPOTECADA,3,EDUCATIVO,D,24000,15.28,0,0.19,1,4
23,30000,HIPOTECADA,7,EDUCATIVO,A,12000,8.94,0,0.4,0,4
30,98000,ALUGADA,14,PESSOAL,C,8525,10.78,1,0.09,0,9
25,19200,ALUGADA,5,EDUCATIVO,D,5875,14.11,1,0.31,0,3
26,96000,HIPOTECADA,3,PESSOAL,A,10000,5.42,0,0.1,0,3
30,61000,HIPOTECADA,4,PESSOAL,A,4500,6.54,0,0.07,0,6
23,32388,HIPOTECADA,0,EMPREENDIMENTO,B,6000,10.71,0,0.19,0,4
28,30000,ALUGADA,4,EMPREENDIMENTO,B,3900,11.99,0,0.13,0,8
33,44000,ALUGADA,3,MEDICO,B,2725,12.18,1,0.06,0,6
36,36000,ALUGADA,3,"PAGAMENTO DE DEBITOS",B,2500,9.76,0,0.07,0,12
25,37560,ALUGADA,2,"PAGAMENTO DE DEBITOS",F,12500,18.62,1,0.33,0,3
24,49200,ALUGADA,8,"PAGAMENTO DE DEBITOS",E,15000,18.39,1,0.3,1,4
34,25480,ALUGADA,6,MEDICO,D,5000,12.8,1,0.2,0,5
24,59000,ALUGADA,8,MEDICO,C,3200,13.8,1,0.05,0,3
23,40000,ALUGADA,7,EMPREENDIMENTO,C,1500,13.99,0,0.04,1,2
28,140000,ALUGADA,3,EDUCATIVO,B,12000,9.91,0,0.09,0,10
25,102000,HIPOTECADA,7,"MELHORA DO LAR",G,25000,20.16,1,0.25,1,4
23,200000,HIPOTECADA,4,EDUCATIVO,B,6000,11.86,0,0.03,0,3
23,103000,HIPOTECADA,1,PESSOAL,E,20000,17.04,0,0.19,0,2
28,55000,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,3200,12.98,0,0.06,0,7
41,17000,ALUGADA,0,PESSOAL,C,1500,15.23,1,0.09,0,13
25,32400,ALUGADA,1,EDUCATIVO,C,2000,14.35,1,0.06,0,2
27,54792,ALUGADA,4,EDUCATIVO,C,5000,13.48,0,0.09,0,5
